Date,price
2002-02-20,1097.98
2002-02-21,1080.95
2002-02-22,1089.84
2002-02-25,1109.43
2002-02-26,1109.38
2002-02-27,1109.89
2002-02-28,1106.73
2002-03-01,1131.78
2002-03-04,1153.84
2002-03-05,1146.14
2002-03-06,1162.77
2002-03-07,1157.54
2002-03-08,1164.31
2002-03-11,1168.26
2002-03-12,1165.58
2002-03-13,1154.09
2002-03-14,1153.04
2002-03-15,1166.16
2002-03-18,1165.55
2002-03-19,1170.29
2002-03-20,1151.85
2002-03-21,1153.59
2002-03-22,1148.70
2002-03-25,1131.87
2002-03-26,1138.49
2002-03-27,1144.58
2002-03-28,1147.39
2002-04-01,1146.54
2002-04-02,1136.76
2002-04-03,1125.40
2002-04-04,1126.34
2002-04-05,1122.73
2002-04-08,1125.29
2002-04-09,1117.80
2002-04-10,1130.47
2002-04-11,1103.69
2002-04-12,1111.01
2002-04-15,1102.55
2002-04-16,1128.37
2002-04-17,1126.07
2002-04-18,1124.47
2002-04-19,1125.17
2002-04-22,1107.83
2002-04-23,1100.96
2002-04-24,1093.14
2002-04-25,1091.48
2002-04-26,1076.32
2002-04-29,1065.45
2002-04-30,1076.92
2002-05-01,1086.46
2002-05-02,1084.56
2002-05-03,1073.43
2002-05-06,1052.67
2002-05-07,1049.49
2002-05-08,1088.85
2002-05-09,1073.01
2002-05-10,1054.99
2002-05-13,1074.56
2002-05-14,1097.28
2002-05-15,1091.07
2002-05-16,1098.23
2002-05-17,1106.59
2002-05-20,1091.88
2002-05-21,1079.88
2002-05-22,1086.02
2002-05-23,1097.08
2002-05-24,1083.82
2002-05-28,1074.55
2002-05-29,1067.66
2002-05-30,1064.66
2002-05-31,1067.14
